movie_id,imdb_id,tmdb_id,rating,average_rating,title
6947,0311113,8619,2.5,3.66809,Master and Commander: The Far Side of the World (2003)
6952,0348836,4970,3.0,2.87294,Gothika (2003)
6953,0315733,470,3.0,3.67454,21 Grams (2003)
6957,0307987,10147,3.0,3.32602,Bad Santa (2003)
6959,0300556,9562,3.0,2.85235,Timeline (2003)
6977,0102526,10952,4.0,3.16905,New Jack City (1991)
6979,0086567,860,4.0,3.67863,WarGames (1983)
7007,0102266,9319,4.0,3.3541,The Last Boy Scout (1991)
7022,0266308,3176,4.0,3.78546,Battle Royale (2000)
7090,0299977,79,4.0,3.88511,Hero (2002)
7143,0325710,616,4.0,3.67318,The Last Samurai (2003)
7147,0319061,587,3.0,3.7964,Big Fish (2003)
7153,0167260,122,3.0,4.11866,The Lord of the Rings: The Return of the King (2003)
7156,0317910,12698,4.0,4.07186,The Fog of War (2003)
7160,0340855,504,4.5,3.59653,Monster (2003)
7163,0338337,9620,4.0,3.268,Paycheck (2003)
7173,0343135,5966,4.5,2.95824,Along Came Polly (2004)
7254,0289879,1954,4.0,3.70455,The Butterfly Effect (2004)
7293,0343660,1824,4.0,3.28825,50 First Dates (2004)
7317,0356150,9352,4.5,3.31207,EuroTrip (2004)
7323,0301357,338,4.0,3.87057,"Good Bye, Lenin! (2003)"
7325,0335438,9384,3.5,2.91683,Starsky & Hutch (2004)
7346,0265208,10591,3.5,3.31643,The Girl Next Door (2004)
7347,0363988,1586,4.0,3.22303,Secret Window (2004)
7360,0363547,924,5.0,3.57645,Dawn of the Dead (2004)
7361,0338013,38,4.5,4.06681,Eternal Sunshine of the Spotless Mind (2004)
7362,0364045,11081,3.5,3.10179,Taking Lives (2004)
7367,0335245,5516,3.0,2.99971,The Ladykillers (2004)
7373,0167190,1487,3.0,3.3137,Hellboy (2004)
7376,0351977,11358,3.0,3.03944,Walking Tall (2004)
7381,0327247,2122,4.0,2.82443,The Whole Ten Yards (2004)
7438,0378194,393,2.0,3.82714,Kill Bill: Vol. 2 (2004)
7439,0330793,7220,3.5,3.06173,The Punisher (2004)
7444,0337563,10096,3.5,3.1537,13 Going on 30 (2004)
7445,0328107,9509,4.0,3.81583,Man on Fire (2004)
7449,0335121,11058,3.5,2.4376,Godsend (2004)
7451,0377092,10625,4.0,3.62124,Mean Girls (2004)
7454,0338526,7131,3.5,2.86859,Van Helsing (2004)
7458,0332452,652,4.0,3.40314,Troy (2004)
7802,0080120,11474,5.0,3.68973,The Warriors (1979)
7827,0284978,10133,3.5,3.55625,Cypher (2002)
7981,0338564,10775,5.0,3.95056,Infernal Affairs (2002)
8042,0070379,203,3.5,3.73821,Mean Streets (1973)
8340,0079116,10734,4.0,3.7788,Escape from Alcatraz (1979)
8360,0298148,809,3.0,3.49302,Shrek 2 (2004)
8361,0319262,435,2.5,3.08684,The Day After Tomorrow (2004)
8368,0304141,673,3.5,3.82876,Harry Potter and the Prisoner of Azkaban (2004)
8369,0297284,16617,4.0,3.12679,Mindhunters (2004)
8371,0296572,2789,4.0,3.3479,The Chronicles of Riddick (2004)
8464,0390521,9372,3.5,3.43863,Super Size Me (2004)
8528,0364725,9472,3.5,3.32145,DodgeBall: A True Underdog Story (2004)
8529,0362227,594,5.0,3.62678,The Terminal (2004)
8531,0381707,12153,3.0,2.54902,White Chicks (2004)
8533,0332280,11036,3.5,3.64664,The Notebook (2004)
8576,0339230,9256,3.0,3.39789,Kopps (2003)
8604,0152930,2330,4.0,3.54443,Taxi (1998)
8605,0295721,2334,3.5,3.10516,Taxi 3 (2003)
8622,0361596,1777,3.5,3.45678,Fahrenheit 9/11 (2004)
8636,0316654,558,3.0,3.46445,Spider-Man 2 (2004)
8640,0349683,9477,2.5,3.02538,King Arthur (2004)
8641,0357413,8699,2.0,3.50614,Anchorman: The Legend of Ron Burgundy (2004)
8644,0343818,2048,4.0,3.47308,"I, Robot (2004)"
8665,0372183,2502,4.5,3.84915,The Bourne Supremacy (2004)
8666,0327554,314,0.5,1.80652,Catwoman (2004)
8783,0368447,6947,3.0,3.24501,The Village (2004)
8798,0369339,1538,3.5,3.70185,Collateral (2004)
8807,0366551,11282,3.0,3.43714,Harold & Kumar Go to White Castle (2004)
8814,0364751,10762,3.0,2.84795,Without a Paddle (2004)
8836,0324554,11208,3.0,3.30393,Wicker Park (2004)
8860,0337921,9759,3.5,3.08571,Cellular (2004)
8861,0318627,1577,1.5,3.01002,Resident Evil: Apocalypse (2004)
8865,0346156,5137,5.0,2.99656,Sky Captain and the World of Tomorrow (2004)
8870,0356618,10145,4.0,2.93011,The Forgotten (2004)
8874,0365748,747,4.0,3.87644,Shaun of the Dead (2004)
8907,0307453,10555,3.0,2.74035,Shark Tale (2004)
8910,0356721,1599,2.5,3.58088,I ♥ Huckabees (2004)
8912,0316732,11045,2.5,2.44931,Taxi (2004)
8914,0390384,14337,2.0,3.80655,Primer (2004)
8947,0391198,1970,3.0,2.85146,The Grudge (2004)
8950,0361862,4553,4.0,3.80332,The Machinist (2004)
8957,0387564,176,5.0,3.29129,Saw (2004)
8958,0350258,1677,4.0,3.76754,Ray (2004)
8961,0317705,9806,4.5,3.84575,The Incredibles (2004)
8972,0368891,2059,4.0,3.40306,National Treasure (2004)
8977,0346491,1966,3.5,2.66894,Alexander (2004)
8984,0349903,163,4.0,3.35457,Ocean's Twelve (2004)
8985,0359013,36648,4.0,2.91673,Blade: Trinity (2004)
27032,0127357,8697,3.5,3.50171,Who Am I? (1998)
27193,0183869,2332,3.5,3.31062,Taxi 2 (2000)
27478,0284837,9298,4.0,3.02393,Ali G Indahouse (2002)
27482,0285492,437,4.0,2.95743,Cube 2: Hypercube (2002)
27660,0328832,55931,4.0,3.64426,The Animatrix (2003)
27773,0364569,670,3.0,4.09009,Oldboy (2003)
27788,0366627,9667,4.5,3.57051,The Jacket (2005)
27802,0369060,11647,5.0,3.64796,Infernal Affairs II (2003)
27808,0371246,2539,3.5,3.17235,Spanglish (2004)
27816,0373283,10105,2.0,3.43528,Saints and Soldiers (2003)
27827,0374339,14310,4.0,3.27241,Infernal Affairs III (2003)
27831,0375912,4836,5.0,3.72311,Layer Cake (2004)
27846,0379225,11420,4.0,3.88356,The Corporation (2003)
27850,0379593,3396,4.0,3.5858,The Yes Men (2003)
30707,0405159,70,3.5,3.82046,Million Dollar Baby (2004)
30749,0395169,205,4.5,3.95858,Hotel Rwanda (2004)
30793,0367594,118,1.5,3.12295,Charlie and the Chocolate Factory (2005)
30812,0338751,2567,5.0,3.61275,The Aviator (2004)
30825,0290002,693,3.5,3.03745,Meet the Fockers (2004)
31225,0393162,7214,4.0,3.70114,Coach Carter (2005)
31364,0353969,11423,3.0,4.05403,Memories of Murder (2003)
31410,0363163,613,4.0,3.99885,Downfall (2004)
31420,0398712,8978,5.0,3.0932,Assault on Precinct 13 (2005)
31427,0382077,11096,3.0,2.97847,Hide and Seek (2005)
31685,0386588,8488,4.0,3.34238,Hitch (2005)
31696,0360486,561,4.0,3.50556,Constantine (2005)
32017,0395699,10022,3.5,2.75515,The Pacifier (2005)
32019,0377471,4551,4.0,2.75503,Be Cool (2005)
32029,0340163,2026,4.0,3.285,Hostage (2005)
32031,0358082,9928,3.0,3.16468,Robots (2005)
32213,0377713,438,4.0,3.07752,Cube Zero (2004)
32298,0372237,11638,3.0,3.00664,Guess Who (2005)
32587,0401792,187,5.0,3.7489,Sin City (2005)
32596,0318649,7364,3.0,3.08643,Sahara (2005)
32830,0362389,14842,4.5,3.03448,44 Minutes: The North Hollywood Shoot-Out (2003)
33004,0371724,7453,3.0,3.44538,The Hitchhiker's Guide to the Galaxy (2005)
33158,0329774,11679,1.5,2.33556,xXx: State of the Union (2005)
33162,0320661,1495,3.5,3.5116,Kingdom of Heaven (2005)
33164,0397065,10066,3.0,2.47505,House of Wax (2005)
33166,0375679,1640,2.5,3.70439,Crash (2005)
33437,0342258,10027,3.0,3.46234,Unleashed (2005)
33493,0121766,1895,3.0,3.40126,Star Wars: Episode III - Revenge of the Sith (2005)
33646,0398165,9291,3.0,3.07741,The Longest Yard (2005)
33660,0352248,921,4.0,3.83943,Cinderella Man (2005)
33679,0356910,787,4.0,3.24766,Mr. & Mrs. Smith (2005)
33794,0372784,272,5.0,3.92206,Batman Begins (2005)
33830,0400497,11451,2.5,2.47199,Herbie Fully Loaded (2005)
33834,0418819,11683,3.0,3.13755,Land of the Dead (2005)
34048,0407304,74,3.5,3.16908,War of the Worlds (2005)
34150,0120667,9738,2.5,2.65954,Fantastic Four (2005)
34162,0396269,9522,5.0,3.42809,Wedding Crashers (2005)
34271,0410097,10476,3.5,3.55546,Hustle & Flow (2005)
34319,0399201,1635,3.5,3.40231,The Island (2005)
34405,0379786,16320,3.0,3.95357,Serenity (2005)
34520,0377818,6519,3.0,2.47822,The Dukes of Hazzard (2005)
34534,0430105,8292,3.0,3.32305,Four Brothers (2005)
35836,0405422,6957,3.0,3.46053,The 40 Year Old Virgin (2005)
35957,0421239,11460,4.0,3.1362,Red Eye (2005)
36519,0388482,9335,4.0,3.1607,Transporter 2 (2005)
36529,0399295,1830,5.0,3.76622,Lord of War (2005)
37380,0419706,8814,1.5,2.43887,Doom (2005)
37382,0421054,9923,3.5,2.98179,Domino (2005)
37386,0402022,8202,2.0,2.9054,Æon Flux (2005)
37727,0408790,9315,4.0,3.14261,Flightplan (2005)
37733,0399146,59,4.0,3.63762,A History of Violence (2005)
37741,0379725,398,1.5,3.67347,Capote (2005)
37853,0378109,11968,2.0,2.92113,Into the Blue (2005)
38061,0373469,5236,5.0,3.82774,Kiss Kiss Bang Bang (2005)
38095,0456912,11344,4.0,3.80708,A Bittersweet Life (2005)
38798,0388125,11931,3.5,3.25252,In Her Shoes (2005)
39444,0384680,6963,3.5,3.17286,The Weather Man (2005)
39446,0432348,215,4.5,2.93138,Saw II (2005)
39715,0436058,8274,2.0,2.52602,American Pie Presents: Band Camp (2005)
40148,0365686,10851,4.5,3.44272,Revolver (2005)
40278,0418763,25,5.0,3.44713,Jarhead (2005)
40723,0416315,9885,3.5,3.03739,Wolf Creek (2005)
40815,0330373,674,3.5,3.76347,Harry Potter and the Goblet of Fire (2005)
40819,0358273,69,3.0,3.76582,Walk the Line (2005)
41566,0363771,411,1.5,3.39324,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)"
41569,0360717,254,2.0,3.18396,King Kong (2005)
41571,0397535,1904,3.0,3.62187,Memoirs of a Geisha (2005)
41716,0365485,9515,4.0,3.39893,The Matador (2005)
41863,0419294,8053,3.0,3.65441,The Three Burials of Melquiades Estrada (2005)
41997,0408306,612,3.5,3.71306,Munich (2005)
42011,0369441,7552,5.0,2.96803,Fun with Dick and Jane (2005)
42718,0414852,10045,4.5,3.58535,District B13 (2004)
42723,0450278,1690,4.5,2.70942,Hostel (2006)
42738,0401855,834,3.0,3.31381,Underworld: Evolution (2006)
43679,0414982,9286,4.0,2.83534,Final Destination 3 (2006)
43836,0383216,12096,3.0,2.78096,The Pink Panther (2006)
43871,0408345,9754,3.0,2.89551,Firewall (2006)
43919,0466342,10073,2.5,1.61576,Date Movie (2006)
43921,0404390,7304,2.0,3.45463,Running Scared (2006)
43936,0450232,2207,3.5,3.28646,16 Blocks (2006)
44022,0438097,950,3.0,3.24125,Ice Age: The Meltdown (2006)
44058,0402850,9968,3.0,3.13025,The Big White (2005)
44191,0434409,752,4.5,3.90411,V for Vendetta (2006)
44193,0454945,9655,3.5,3.32077,She's the Man (2006)
44195,0427944,9388,4.5,3.80729,Thank You for Smoking (2005)
44197,0419749,9950,3.0,3.27319,Find Me Guilty (2006)
44199,0454848,388,4.5,3.89173,Inside Man (2006)
44397,0454841,9792,4.0,2.92558,The Hills Have Eyes (2006)
44555,0405094,582,4.0,4.18699,The Lives of Others (2006)
44665,0425210,186,5.0,3.8258,Lucky Number Slevin (2006)
44972,0362120,4257,3.0,2.34283,Scary Movie 4 (2006)
44974,0424136,2652,3.5,3.55804,Hard Candy (2005)
45186,0317919,956,3.0,3.37853,Mission: Impossible III (2006)
45442,0409182,503,2.5,2.75283,Poseidon (2006)
45447,0382625,591,4.0,3.18897,The Da Vinci Code (2006)
45499,0376994,36668,1.0,3.19858,X-Men: The Last Stand (2006)
45501,0452594,9767,5.0,2.87863,The Break-Up (2006)
45517,0317219,920,4.5,3.35749,Cars (2006)
45662,0466909,806,3.0,2.76391,The Omen (2006)
45672,0389860,9339,2.5,2.89745,Click (2006)
45720,0458352,350,2.5,3.54134,The Devil Wears Prada (2006)
45722,0383574,58,4.5,3.48777,Pirates of the Caribbean: Dead Man's Chest (2006)
45726,0463034,1819,3.0,2.68973,"You, Me and Dupree (2006)"
45732,0465624,4474,2.0,2.46938,My Super Ex-Girlfriend (2006)
45950,0497116,1781,4.0,3.55577,An Inconvenient Truth (2006)
46322,0446059,7549,4.0,3.77234,Fearless (2006)
46335,0463985,9615,2.5,2.93608,The Fast and the Furious: Tokyo Drift (2006)
46530,0348150,1452,2.0,2.87664,Superman Returns (2006)
46965,0417148,326,1.5,2.49097,Snakes on a Plane (2006)
46972,0477347,1593,2.5,3.08706,Night at the Museum (2006)
46976,0420223,1262,4.0,3.77466,Stranger Than Fiction (2006)
47044,0430357,82,3.0,2.95849,Miami Vice (2006)
47099,0454921,1402,5.0,3.83716,The Pursuit of Happyness (2006)
47122,0455967,9293,3.5,3.09848,John Tucker Must Die (2006)
47200,0479884,1948,4.5,3.38036,Crank (2006)
47518,0384793,9788,3.5,3.25748,Accepted (2006)
47610,0443543,1491,4.0,3.79905,The Illusionist (2006)
47950,0427969,1249,3.5,3.06209,Hollywoodland (2006)
47997,0387808,7512,4.0,3.42621,Idiocracy (2006)
48043,0414993,1381,1.5,3.59062,The Fountain (2006)
48142,0387877,9676,4.5,2.70883,The Black Dahlia (2006)
48304,0472043,1579,5.0,3.67684,Apocalypto (2006)
48385,0443453,496,4.0,3.42989,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
48394,0457430,1417,3.0,3.96657,Pan's Labyrinth (2006)
48516,0407887,1422,4.5,4.13415,The Departed (2006)
48520,0424993,9794,3.5,2.81141,Employee of the Month (2006)
48738,0455590,1523,3.0,3.82684,The Last King of Scotland (2006)
48774,0206634,9693,4.5,3.92346,Children of Men (2006)
48780,0482571,1124,5.0,4.12576,The Prestige (2006)
48783,0418689,3683,3.5,3.44982,Flags of Our Fathers (2006)
48872,0475169,6077,4.0,3.66388,13 Tzameti (2006)
48877,0489270,214,3.0,2.78599,Saw III (2006)
48997,0396171,1427,4.0,3.68782,Perfume: The Story of a Murderer (2006)
49272,0381061,36557,4.5,3.84099,Casino Royale (2006)
49274,0366548,9836,4.0,2.97722,Happy Feet (2006)
49278,0453467,7551,4.0,3.60767,Déjà Vu (2006)
49314,0433387,7873,4.0,3.18933,Harsh Times (2005)
49530,0450259,1372,4.0,3.84576,Blood Diamond (2006)
50068,0498380,1251,4.0,3.78919,Letters from Iwo Jima (2006)
50189,0808146,8275,1.0,2.57558,American Pie Presents: The Naked Mile (2006)
50442,0426883,7457,3.5,3.2987,Alpha Dog (2006)
50794,0475394,7516,4.5,3.23995,Smokin' Aces (2006)
50798,0799949,9760,1.0,1.44185,Epic Movie (2007)
50851,0380268,14761,4.5,3.88104,Cocaine Cowboys (2006)
50872,0382932,2062,3.5,3.84089,Ratatouille (2007)
50912,0401711,2266,2.5,3.64444,Paris Je T'aime (2006)
51077,0259324,1250,1.5,2.4993,Ghost Rider (2007)
51086,0481369,3594,3.5,3.08868,The Number 23 (2007)
51255,0425112,4638,4.0,3.87726,Hot Fuzz (2007)
51412,0435705,1738,4.0,3.18895,Next (2007)
51540,0443706,1949,5.0,3.80318,Zodiac (2007)
51575,0486946,11199,1.0,2.65463,Wild Hogs (2007)
51662,0416449,1271,5.0,3.55014,300 (2007)
51935,0822854,7485,4.0,3.60946,Shooter (2007)
52241,0427470,8270,3.5,3.51525,The Lookout (2007)
52281,0462322,285923,4.5,3.63787,Grindhouse (2007)
52328,0448134,1272,4.5,3.6422,Sunshine (2007)
52458,0486822,8271,4.0,3.28936,Disturbia (2007)
52579,0450188,1407,4.0,3.67633,La Vie en Rose (2007)
52604,0488120,6145,4.5,3.733,Fracture (2007)
52606,0488085,9843,5.0,3.3248,Big Nothing (2006)
52644,0452702,10294,4.0,3.01734,Vacancy (2007)
52694,0453451,1268,4.0,3.06835,Mr. Bean's Holiday (2007)
52722,0413300,559,2.5,2.91699,Spider-Man 3 (2007)
52952,0480025,11798,3.5,3.80266,This Is England (2007)
52973,0478311,4964,4.0,3.38639,Knocked Up (2007)
52975,0427327,2976,4.0,3.30631,Hairspray (2007)
53000,0463854,1562,3.5,3.45671,28 Weeks Later (2007)
53125,0449088,285,3.5,3.40983,Pirates of the Caribbean: At World's End (2007)
53129,0780571,3432,4.0,3.63024,Mr. Brooks (2007)
53207,0411061,3489,3.0,2.88703,88 Minutes (2007)
53322,0496806,298,3.5,3.52407,Ocean's Thirteen (2007)
53464,0486576,1979,2.0,2.587,Fantastic Four: Rise of the Silver Surfer (2007)
53519,1028528,1991,5.0,3.54469,Death Proof (2007)
53953,0450385,3021,4.5,3.38682,1408 (2007)
53956,0795368,2196,4.0,3.68958,Death at a Funeral (2007)
53972,0337978,1571,4.0,3.40905,Live Free or Die Hard (2007)
53974,0762114,2959,3.0,2.60364,License to Wed (2007)
53993,0413099,2698,3.0,2.70148,Evan Almighty (2007)
54001,0373889,675,3.0,3.7582,Harry Potter and the Order of the Phoenix (2007)
54004,0762107,3563,1.0,2.75182,I Now Pronounce You Chuck & Larry (2007)
54116,0432289,16083,4.5,3.12,First Snow (2006)
54256,0787475,10074,3.0,3.47504,Hot Rod (2007)
54259,0486655,2270,3.0,3.79018,Stardust (2007)
54272,0462538,35,3.0,3.37924,The Simpsons Movie (2007)
54281,0423977,8669,4.0,3.5602,Charlie Bartlett (2008)
54286,0440963,2503,4.5,3.90624,The Bourne Ultimatum (2007)
54372,0362225,10795,2.5,3.79441,Tell No One (2006)
54503,0829482,8363,4.0,3.77674,Superbad (2007)
54648,0293564,5174,4.0,3.2209,Rush Hour 3 (2007)
54736,0431197,4349,3.0,3.50304,The Kingdom (2007)
54775,0499556,10431,3.0,3.0562,War (2007)
54995,1077258,1992,4.0,3.47582,Planet Terror (2007)
54997,0381849,5176,3.0,3.72001,3:10 to Yuma (2007)
54999,0465602,4141,4.0,3.28524,Shoot 'Em Up (2007)
55118,0765443,2252,3.5,3.8073,Eastern Promises (2007)
55245,0452625,10030,3.5,2.77677,Good Luck Chuck (2007)
55269,0838221,4538,4.0,3.71635,The Darjeeling Limited (2007)
55272,0498399,2001,3.5,3.24649,We Own the Night (2007)
55276,0465538,4566,3.0,3.70723,Michael Clayton (2007)
55280,0805564,6615,3.0,3.66063,Lars and the Real Girl (2007)
55282,0389722,4513,3.5,3.16755,30 Days of Night (2007)
55290,0452623,4771,4.5,3.80315,Gone Baby Gone (2007)
55363,0443680,4512,3.5,3.66639,The Assassination of Jesse James by the Coward Robert Ford (2007)
55577,0890870,663,2.5,2.71747,Saw IV (2007)
55721,0861739,7347,4.5,3.9769,Elite Squad (2007)
55765,0765429,4982,4.5,3.80898,American Gangster (2007)
55768,0389790,5559,3.0,2.7592,Bee Movie (2007)
55805,0292963,7972,3.5,3.55042,Before the Devil Knows You're Dead (2007)
55820,0477348,6977,4.5,4.06756,No Country for Old Men (2007)
55908,0756683,13363,5.0,3.9407,The Man from Earth (2007)
55995,0442933,2310,3.0,2.84473,Beowulf (2007)
56145,0884328,5876,5.0,3.54167,The Mist (2007)
56174,0480249,6479,3.5,3.52302,I Am Legend (2007)
56367,0467406,7326,3.5,3.70076,Juno (2007)
56587,0825232,7350,3.0,3.57563,The Bucket List (2007)
56633,0489664,13250,3.5,3.21373,Butterfly on a Wheel (2007)
56757,0408236,13885,3.0,3.4553,Sweeney Todd: The Demon Barber of Fleet Street (2007)
56775,0465234,6637,4.0,3.25962,National Treasure: Book of Secrets (2007)
56782,0469494,7345,2.0,4.04195,There Will Be Blood (2007)
56788,0472062,6538,3.0,3.61751,Charlie Wilson's War (2007)
57368,1060277,7191,3.5,3.33801,Cloverfield (2008)
57370,0951216,12085,2.5,2.86689,Mad Money (2008)
57401,0896798,13252,2.0,3.09596,Cleaner (2007)
57640,0411477,11253,2.0,3.34175,Hellboy II: The Golden Army (2008)
57669,0780536,8321,2.0,3.91406,In Bruges (2008)
58025,0489099,8247,4.0,3.06766,Jumper (2008)
58047,0832266,8390,3.0,3.58356,"Definitely, Maybe (2008)"
58103,0443274,7461,2.5,3.25894,Vantage Point (2008)
58293,0443649,7840,3.0,2.53161,"10,000 BC (2008)"
58295,0200465,8848,4.0,3.59348,The Bank Job (2008)
58301,0808279,8461,3.5,3.40833,Funny Games (2008)
58306,0416044,12246,3.5,3.60784,Mongol: The Rise of Genghis Khan (2007)
58315,0811138,12177,1.0,1.95258,The Love Guru (2008)
58376,1166827,13016,4.5,3.33766,Zeitgeist: The Movie (2007)
58559,0468569,155,5.0,4.18874,The Dark Knight (2008)
58803,0478087,8065,4.5,3.4971,21 (2008)
58998,0800039,9870,4.5,3.56525,Forgetting Sarah Marshall (2008)
59016,0421073,1266,3.5,3.291,Street Kings (2008)
59022,0481536,13335,3.5,3.12492,Harold & Kumar Escape from Guantanamo Bay (2008)
59037,0811080,7459,3.0,3.06926,Speed Racer (2008)
59126,0815241,13007,4.0,3.50156,Religulous (2008)
59315,0371746,1726,4.5,3.82087,Iron Man (2008)
59369,0936501,8681,4.0,3.7237,Taken (2008)
59387,0460791,14784,4.0,3.90939,The Fall (2006)
59421,1033643,9029,4.0,3.01041,What Happens in Vegas (2008)
59429,0974959,8277,0.5,2.67799,American Pie Presents: Beta House (2007)
59615,0367882,217,2.5,2.86244,Indiana Jones and the Kingdom of the Crystal Skull (2008)
59709,0488604,12245,3.5,3.10739,The Oxford Murders (2008)
59725,1000774,4564,3.0,2.74786,Sex and the City (2008)
59727,0482606,10665,2.0,3.12223,The Strangers (2008)
59731,1151309,13636,4.0,3.66202,Bigger Stronger Faster* (2008)
59784,0441773,9502,4.5,3.64279,Kung Fu Panda (2008)
59900,0960144,10661,2.5,2.58262,You Don't Mess with the Zohan (2008)
60037,0949731,8645,2.0,2.41532,The Happening (2008)
60069,0910970,10681,5.0,4.01736,WALL·E (2008)
60072,0493464,8909,3.5,3.22744,Wanted (2008)
60074,0448157,8960,3.0,3.12035,Hancock (2008)
60126,0425061,11665,4.0,3.15983,Get Smart (2008)
60408,1064932,8265,4.0,3.63812,Welcome to the Sticks (2008)
60647,0800241,6687,3.0,3.30979,TransSiberian (2008)
60684,0409459,13183,4.0,3.68751,Watchmen (2009)
60753,1117385,13012,4.0,3.6256,Felon (2008)
61024,0910936,10189,3.0,3.45236,Pineapple Express (2008)
61132,0942385,7446,4.5,3.45405,Tropic Thunder (2008)
61240,1139797,13310,2.0,3.93794,Let the Right One In (2008)
61248,0452608,10483,3.0,3.08113,Death Race (2008)
61323,0887883,4944,4.0,3.57122,Burn After Reading (2008)
61350,0364970,9381,2.0,2.87056,Babylon A.D. (2008)
61352,0988047,13291,3.0,3.4776,Traitor (2008)
61401,0831887,8285,3.0,2.37696,The Spirit (2008)
61465,0814022,13184,3.0,2.6165,Bangkok Dangerous (2008)
61697,1034331,13389,2.0,2.89156,Righteous Kill (2008)
61705,0947802,13279,3.0,2.91124,Lakeview Terrace (2008)
62081,1059786,13027,4.0,3.24696,Eagle Eye (2008)
62113,0455538,13092,3.5,3.13476,How to Lose Friends & Alienate People (2008)
62203,1029234,9539,3.5,3.58293,Martyrs (2008)
62250,0929425,8882,3.5,3.54747,Gomorrah (2008)
62374,0758774,12113,3.5,3.55985,Body of Lies (2008)
62394,0467197,13051,3.5,2.53756,Max Payne (2008)
62434,1007028,10358,1.5,3.17535,Zack and Miri Make a Porno (2008)
62644,1063669,7735,4.0,3.78457,The Wave (2008)
62849,1032755,13809,4.5,3.65905,RocknRolla (2008)
63033,0861689,8338,4.0,3.26916,Blindness (2008)
63062,0824747,3580,4.0,3.64982,Changeling (2008)
63082,1010048,12405,4.0,3.82312,Slumdog Millionaire (2008)
63113,0830515,10764,3.5,3.29665,Quantum of Solace (2008)
63876,1013753,10139,1.0,3.69336,Milk (2008)
63992,1099212,8966,1.0,2.40685,Twilight (2008)
64030,1129442,13387,3.5,3.1647,Transporter 3 (2008)
64032,0369436,12193,4.0,2.86221,Four Christmases (2008)
64037,0409345,10900,3.0,2.98333,Surveillance (2008)
64229,1042877,14299,3.0,3.46038,Cadillac Records (2008)
64497,0970416,10200,2.0,2.79972,The Day the Earth Stood Still (2008)
64614,1205489,13223,3.0,3.88574,Gran Torino (2008)
64716,0814314,11321,2.5,3.68354,Seven Pounds (2008)
64957,0421715,4922,4.5,3.59475,The Curious Case of Benjamin Button (2008)
64969,1068680,10201,4.0,3.38264,Yes Man (2008)
65142,0926762,17845,1.5,3.46471,Loft (2008)
65216,1034303,13813,3.0,3.54926,Defiance (2008)
65225,1332128,13180,4.0,3.41342,Zeitgeist: Addendum (2008)
65230,0822832,14306,3.5,3.25284,Marley & Me (2008)
65642,0480669,14139,4.0,3.72494,Timecrimes (2007)
65682,0834001,12437,1.5,3.31208,Underworld: Rise of the Lycans (2009)
65802,1114740,14560,3.5,2.36786,Paul Blart: Mall Cop (2009)
66090,1020530,13510,3.5,3.38571,Eden Lake (2008)
66203,1001508,10184,4.5,3.24577,He's Just Not That Into You (2009)
66665,1176740,19255,4.0,3.62928,Away We Go (2009)
66798,0838232,15159,3.0,2.87844,The Pink Panther 2 (2009)
67087,1155056,16538,4.0,3.57526,"I Love You, Man (2009)"
67197,0448011,13811,1.5,2.96156,Knowing (2009)
67255,1132620,15472,3.0,3.86557,The Girl with the Dragon Tattoo (2009)
67267,0862846,13090,2.5,3.46595,Sunshine Cleaning (2008)
67508,0765432,6968,3.0,3.64348,The Baader Meinhof Complex (2008)
67734,1091722,16614,3.0,3.43354,Adventureland (2009)
67923,1013752,13804,4.0,3.18327,Fast & Furious (2009)
67997,1226774,19833,4.5,3.81695,In the Loop (2009)
68073,1131729,18947,4.0,3.67854,The Boat That Rocked (2009)
68135,0974661,16996,4.0,3.07027,17 Again (2009)
68157,0361748,16869,4.0,4.04803,Inglourious Basterds (2009)
68194,1226271,21641,4.5,3.7302,The Damned United (2009)
68205,1121931,15092,3.5,3.09066,Crank: High Voltage (2009)
68237,1182345,17431,3.5,4.00353,Moon (2009)
68358,0796366,13475,4.0,3.78882,Star Trek (2009)
68554,0808151,13448,3.5,3.26279,Angels & Demons (2009)
68791,0438488,534,2.5,3.05803,Terminator Salvation (2009)
68848,0844286,21755,4.0,3.51823,The Brothers Bloom (2008)
69122,1119646,18785,4.0,3.60868,The Hangover (2009)
69306,1111422,18487,3.5,3.24688,The Taking of Pelham 1 2 3 (2009)
69406,1041829,18240,2.5,3.50099,The Proposal (2009)
69481,0887912,12162,1.5,3.72228,The Hurt Locker (2008)
69526,1055369,8373,2.0,2.67671,Transformers: Revenge of the Fallen (2009)
69606,0821640,12556,3.0,2.87786,Ghosts of Girlfriends Past (2009)
69640,1152836,11322,4.0,3.27209,Public Enemies (2009)
69654,1131748,176241,3.0,3.63937,Prison Break: The Final Break (2009)
69844,0417741,767,3.5,3.81339,Harry Potter and the Half-Blood Prince (2009)
70183,1142988,20943,3.5,3.2341,The Ugly Truth (2009)
70206,0844479,21407,4.5,3.24429,The Collector (2009)
70208,0971209,12403,4.0,3.17963,A Perfect Getaway (2009)
70286,1136608,17654,2.0,3.80818,District 9 (2009)
70565,1092633,19905,2.5,2.87689,"The Goods: Live Hard, Sell Hard (2009)"
70599,0452694,24420,4.5,3.59669,The Time Traveler's Wife (2009)
